presupuesto,genero,estreno,recaudacion,duracion,titulo,puntuacion,votos,director,
32000000,Music Adventure Animation Action Comedy,2004,50907422,98.0,Team America: World Police,6.6,660,Trey Parker,
20000000,Horror Thriller,2013,47241945,92.0,Texas Chainsaw 3D,5.3,465,John Luessenhop,
0,Drama Thriller,1995,0,124.0,Copycat,6.4,194,Jon Amiel,
20000000,Comedy,2013,78378744,86.0,Scary Movie 5,4.6,793,Malcolm D. Lee,
20000000,Drama Action Comedy Western Music,1969,31678778,158.0,Paint Your Wagon,6.2,63,Joshua Logan,
20000000,History Drama,2008,54586584,128.0,Milk,7.1,612,Gus Van Sant,
20000000,Action,2016,46069568,107.0,Risen,5.7,295,Kevin Reynolds,
35000000,Horror Mystery Thriller,2002,68349884,91.0,Ghost Ship,5.3,531,Steve Beck,
19000000,Comedy,2011,35387212,108.0,A Very Harold & Kumar Christmas,6.0,328,Todd Strauss-Schulson,
20000000,Crime Drama Mystery,1998,67200000,108.0,Wild Things,6.3,444,John McNaughton,
0,Horror Thriller Mystery,2009,0,101.0,The Stepfather,5.4,167,Nelson McCormick,
20000000,Drama Thriller,2010,45636368,113.0,The Debt,6.3,257,John Madden,
30000000,Comedy Drama Romance Music,2000,47126295,113.0,High Fidelity,7.0,628,Stephen Frears,
20000000,Horror Mystery Thriller,2008,0,87.0,One Missed Call,4.7,171,Eric Valette,
20000000,Drama Thriller,1996,0,101.0,Eye for an Eye,5.8,63,John Schlesinger,
20000000,Thriller Crime Drama,2008,64822796,112.0,The Bank Job,6.6,697,Roger Donaldson,
20000000,Science Fiction Drama Romance,2004,72258126,108.0,Eternal Sunshine of the Spotless Mind,7.9,3652,Michel Gondry,
20000000,Comedy Romance,2010,32005248,105.0,You Again,6.0,368,Andy Fickman,
20000000,Action Crime Drama Thriller,2008,65569869,109.0,Street Kings,6.3,363,David Ayer,
20000000,Comedy Action Science Fiction,2013,46089287,109.0,The World's End,6.7,1778,Edgar Wright,
0,Action Adventure Crime Family Mystery,2007,0,99.0,Nancy Drew,5.8,143,Andrew Fleming,
20000000,Fantasy Horror Action Thriller Science Fiction,2009,51416464,98.0,Daybreakers,6.0,634,Michael Spierig,
20000000,Comedy Romance,2010,49779728,104.0,She's Out of My League,5.9,525,Jim Field Smith,
20000000,Adventure Comedy Romance,2011,17425000,109.0,Monte Carlo,6.0,593,Thomas Bezucha,
9000000,Horror Thriller,2006,27105095,100.0,Stay Alive,5.3,155,William Brent Bell,
0,Romance Action Adventure Western Drama,1990,0,119.0,Quigley Down Under,6.5,119,Simon Wincer,
20000000,Family Animation,2010,39300000,88.0,Alpha and Omega,5.3,124,Ben Gluck,
20000000,Action Adventure Fantasy Horror Science Fiction,2006,37597471,97.0,The Covenant,5.2,288,Renny Harlin,
0,Comedy Drama,2006,0,105.0,Stick It,6.3,148,Jessica Bendinger,
40000000,Comedy Family,2009,28972508,89.0,Shorts,5.1,44,Robert Rodriguez,
20000000,Fantasy Drama Comedy Thriller,1995,21284514,106.0,To Die For,6.7,175,Gus Van Sant,
20000000,Mystery Adventure Crime,2016,83707310,96.0,Nerve,7.1,2181,Henry Joost,
20000000,Drama Western Crime,2008,20211394,115.0,Appaloosa,6.3,299,Ed Harris,
20000000,Action Drama Fantasy Horror Thriller,1998,0,108.0,Vampires,5.8,255,John Carpenter,
806948,Drama Horror Thriller,1960,32000000,109.0,Psycho,8.2,2320,Alfred Hitchcock,
20000000,Romance Comedy,2008,36620508,101.0,My Best Friend's Girl,5.4,220,Howard Deutch,
20000000,Drama Romance,2014,34077920,103.0,Endless Love,6.7,542,Shana Feste,
20000000,Comedy Drama Romance,2007,0,113.0,Georgia Rule,5.6,130,Garry Marshall,
20000000,Comedy,1981,2297493,98.0,Under the Rainbow,4.9,7,Steve Rash,
20000000,Adventure Drama Fantasy Romance,1985,18432000,121.0,Ladyhawke,6.8,260,Richard Donner,
20000000,Comedy Drama Family,1998,18253415,114.0,Simon Birch,6.5,52,Mark Steven Johnson,
20000000,Drama,2007,22222308,124.0,Reign Over Me,7.1,334,Mike Binder,
15000000,Adventure Drama,2007,56255142,148.0,Into the Wild,7.8,3045,Sean Penn,
20000000,Comedy Drama Romance,2006,17807569,100.0,School for Scoundrels,5.6,111,Todd Phillips,
20000000,Thriller Horror Mystery,2012,52302796,94.0,Silent Hill: Revelation 3D,5.0,432,Michael J. Bassett,
19000000,Horror Action Thriller Crime,1996,25836616,108.0,From Dusk Till Dawn,6.9,1603,Robert Rodriguez,
0,Animation Family,2005,0,68.0,Pooh's Heffalump Movie,6.4,88,Frank Nissen,
0,Comedy Drama Romance,1995,17519169,103.0,Home for the Holidays,6.3,39,Jodie Foster,
20000000,Action Comedy Crime Fantasy,2004,100914445,99.0,Kung Fu Hustle,7.2,831,Stephen Chow,
35000000,Adventure Comedy Family,2002,0,88.0,The Country Bears,4.3,20,Peter Hastings,
20000000,Drama,2007,73276047,128.0,The Kite Runner,7.3,394,Marc Forster,
20000000,Drama Crime Thriller,2003,60427839,124.0,21 Grams,7.2,918,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,
20000000,Action Drama Thriller,2004,16605763,84.0,Paparazzi,5.8,52,Paul Abascal,
20000000,Comedy Romance,2003,17432163,101.0,A Guy Thing,5.3,83,Chris Koch,
0,Drama Comedy Romance Family,2000,0,98.0,Loser,5.0,120,Amy Heckerling,
20000000,Documentary,2009,17436509,120.0,Capitalism: A Love Story,7.0,167,Michael Moore,
20000000,Drama History,1965,15473333,199.0,The Greatest Story Ever Told,6.5,41,George Stevens,
19500000,Crime Drama Mystery,2015,34854990,111.0,Secret in Their Eyes,6.2,336,Billy Ray,
25000000,Action Comedy,2008,14109284,87.0,Disaster Movie,3.0,240,Jason Friedberg,
20000000,Action Crime Drama Thriller,2009,22942221,88.0,Armored,5.5,208,Nimr\u00f3d Antal,
20000000,Comedy Thriller Crime Action,1997,13801755,97.0,The Man Who Knew Too Little,6.5,125,Jon Amiel,
20000000,Comedy Romance,2011,30426096,106.0,What's Your Number?,6.2,671,Mark Mylod,
20000000,Action Thriller Science Fiction,2012,32204030,95.0,Lockout,5.8,715,Stephen St. Leger,
40000000,Comedy,2004,0,99.0,Envy,4.8,139,Barry Levinson,
20000000,Action Thriller Crime,2009,34560577,96.0,Crank: High Voltage,5.9,861,Brian Taylor,
0,Action Comedy Thriller,1994,0,98.0,Bullets Over Broadway,7.0,130,Woody Allen,
20000000,Drama,2006,13391174,123.0,One Night with the King,6.1,12,Michael O. Sajbel,
30000000,Drama Action Thriller Romance,2002,27674124,101.0,The Quiet American,6.4,81,Phillip Noyce,
20000000,Comedy Drama,2005,12482775,101.0,The Weather Man,6.0,289,Gore Verbinski,
20000000,Action Adventure Drama Thriller,2002,12398628,96.0,Undisputed,6.1,139,Walter Hill,
0,Comedy Fantasy Romance,2008,0,102.0,Ghost Town,6.4,286,David Koepp,
20000000,Action Adventure Drama Thriller,2009,17280326,108.0,12 Rounds,5.7,220,Renny Harlin,
20000000,Drama Horror Mystery,2010,24145613,116.0,Let Me In,6.7,641,Matt Reeves,
0,Adventure Action Comedy Family,1994,0,93.0,3 Ninjas Kick Back,4.5,48,Charles T. Kanganis,
0,Drama Comedy,2008,0,102.0,Be Kind Rewind,6.2,424,Michel Gondry,
0,Comedy Drama,2005,0,103.0,Mrs Henderson Presents,6.4,62,Stephen Frears,
20000000,Action Thriller,2016,12639297,115.0,Triple 9,5.6,797,John Hillcoat,
20000000,Comedy Drama,1997,10686841,96.0,Deconstructing Harry,7.3,187,Woody Allen,
20000000,Comedy Romance,1999,0,98.0,Three to Tango,5.4,62,Damon Santostefano,
20000000,Drama,2015,36606743,100.0,Burnt,6.3,950,John Wells,
20000000,Comedy Crime Drama,1989,0,106.0,We're No Angels,5.6,105,Neil Jordan,
20000000,Music Comedy Romance,1996,0,101.0,Everyone Says I Love You,6.5,147,Woody Allen,
20000000,Action Crime Drama Thriller,2007,16974459,105.0,Death Sentence,6.5,297,James Wan,
21000000,Drama,2009,0,99.0,Everybody's Fine,6.5,284,Kirk Jones,
0,Comedy Family,2004,9109322,88.0,Superbabies: Baby Geniuses 2,1.9,35,Bob Clark,
0,Action Comedy Crime,2005,12382362,83.0,The Man,5.4,133,Les Mayfield,
20000000,Action Comedy Crime,2007,10337477,84.0,Code Name: The Cleaner,4.7,78,Les Mayfield,
20000000,Comedy,2004,11341016,98.0,Connie and Carla,6.4,24,Michael Lembeck,
8000000,Comedy Drama Music Romance,1969,20000000,149.0,Sweet Charity,6.5,15,Bob Fosse,
20000000,Comedy Romance Crime Drama Mystery,2014,11110975,148.0,Inherent Vice,6.5,833,Paul Thomas Anderson,
0,Family,2006,0,85.0,Doogal,3.2,18,Frank Passingham,
20000000,Music Drama,2013,16549477,110.0,Battle of the Year,5.9,88,Benson Lee,
20000000,Comedy Fantasy,2008,7000000,83.0,An American Carol,4.1,20,David Zucker,
12000000,Action Crime Thriller,2013,15008161,107.0,Machete Kills,5.3,631,Robert Rodriguez,
22000000,Horror,2003,0,100.0,Willard,5.8,82,Glen Morgan,
0,Comedy,2008,6575282,87.0,Strange Wilderness,4.7,69,Fred Wolf,
0,Comedy Drama Music,1999,0,160.0,Topsy-Turvy,6.7,41,Mike Leigh,
20000000,Comedy Drama War,2015,6420319,106.0,Little Boy,7.0,185,Alejandro Monteverde,
15000000,Drama Thriller,2011,27462041,99.0,A Dangerous Method,6.2,571,David Cronenberg,
8700000,Animation Science Fiction Thriller,2006,7659918,100.0,A Scanner Darkly,6.8,532,Richard Linklater,
0,Drama,2012,0,117.0,Chasing Mavericks,7.0,216,Curtis Hanson,
20000000,Action Fantasy Horror Thriller,2005,10442808,96.0,Alone in the Dark,3.1,173,Uwe Boll,
20000000,Comedy Drama Family Music,2009,5210988,111.0,Bandslam,5.4,126,Todd Graff,
20000000,Drama Mystery Thriller,2004,0,100.0,Birth,5.9,179,Jonathan Glazer,
20000000,Crime Drama Thriller,2014,12007070,125.0,A Most Violent Year,6.5,546,J.C. Chandor,
0,Drama Romance War History,2008,0,114.0,Passchendaele,6.3,26,Paul Gross,
0,Drama,2008,0,119.0,Flash of Genius,6.3,59,Marc Abraham,
20000000,Drama Music,2007,4001121,135.0,I'm Not There.,6.6,195,Todd Haynes,
20000000,Action Thriller,2012,16863583,93.0,The Cold Light of Day,4.8,271,Mabrouk El Mechri,
20000000,Adventure Comedy Drama Romance,2008,5530764,114.0,The Brothers Bloom,6.8,203,Rian Johnson,
21000000,Drama,2008,0,124.0,"Synecdoche, New York",7.4,278,Charlie Kaufman,
26500000,Adventure Fantasy Animation,1997,159375308,134.0,Princess Mononoke,8.2,1983,Hayao Miyazaki,
0,Comedy Drama Foreign,2003,0,114.0,Bon voyage,5.7,20,Jean-Paul Rappeneau,
0,Comedy Music,1980,0,124.0,Can't Stop the Music,4.9,9,Nancy Walker,
2000000,Action Adventure Crime Drama Thriller,2005,5048693,104.0,The Proposition,7.1,218,John Hillcoat,
20000000,Drama,2015,0,118.0,My All American,6.8,36,Angelo Pizzo,
20000000,Comedy,2003,1675706,84.0,Marci X,3.3,12,Richard Benjamin,
20000000,Action Science Fiction Thriller,2002,5359645,107.0,Equilibrium,6.9,1552,Kurt Wimmer,
40000000,Drama War,2008,7400000,125.0,The Children of Huang Shi,6.5,52,Roger Spottiswoode,
0,Drama Action Thriller Crime,2000,0,115.0,The Yards,6.0,97,James Gray,
0,Family,2012,0,88.0,The Oogieloves in the Big Balloon Adventure,2.2,8,Matthew Diamond,
10000000,Drama Romance,2015,3727746,122.0,By the Sea,5.4,156,Angelina Jolie,
20000000,Animation Fantasy Science Fiction,2004,0,126.0,Steamboy,6.4,102,Katsuhiro \u014ctomo,
0,Drama,2005,0,101.0,The Game of Their Lives,5.8,14,David Anspaugh,
0,Drama Mystery Thriller Crime Romance,2010,0,101.0,All Good Things,5.9,286,Andrew Jarecki,
20000000,Adventure,1994,305070,107.0,Rapa Nui,6.2,33,Kevin Reynolds,
0,Comedy Drama Family Fantasy Science Fiction,2008,47301471,86.0,CJ7,6.1,107,Stephen Chow,
0,Comedy Fantasy,1998,0,118.0,The Visitors II: The Corridors of Time,5.8,221,Jean-Marie Poir\u00e9,
20000000,Action Comedy Horror Mystery Science Fiction,2011,4634062,107.0,Dylan Dog: Dead of Night,4.5,139,Kevin Munroe,
20000000,Drama Thriller,2002,0,100.0,People I Know,5.5,48,Daniel Algrant,
20000000,Drama Fantasy,2010,346594,110.0,The Tempest,6.0,31,Julie Taymor,
0,Horror Mystery Thriller,2015,17671101,106.0,Regression,5.3,585,Alejandro Amen\u00e1bar,
0,Action History Drama,2008,0,102.0,Three Kingdoms: Resurrection of the Dragon,6.6,35,Daniel Lee,
20000000,Crime Drama Thriller,2007,0,95.0,Butterfly on a Wheel,6.3,130,Mike Barker,
20000000,Comedy Animation Adventure Family,2012,0,83.0,Zambezia,5.3,68,Wayne Thornley,
0,Drama History,2014,0,170.0,Ramanujan,5.0,3,Gnana Rajasekaran,
0,Animation,2014,0,98.0,Dwegons,0.5,1,Tom Walsh,
20000000,Drama,2016,0,105.0,Hands of Stone,6.1,109,Jonathan Jakubowicz,
20000000,Thriller,2015,0,96.0,Survivor,5.4,404,James McTeigue,
27220000,Thriller Crime,2013,5496951,105.0,The Frozen Ground,6.1,465,Scott Walker,
19400000,Drama Romance,2006,0,125.0,The Painted Veil,7.1,312,John Curran,
27000000,Action Crime Drama History Thriller,2008,0,150.0,The Baader Meinhof Complex,7.1,157,Uli Edel,
22000000,Adventure Drama Western,1990,424208848,181.0,Dances with Wolves,7.6,1046,Kevin Costner,
20000000,Comedy,2011,216197492,92.0,Bad Teacher,5.4,1584,Jake Kasdan,
19000000,Drama Crime Mystery,1989,110879513,113.0,Sea of Love,6.7,141,Harold Becker,
19000000,Comedy,2004,70067909,95.0,A Cinderella Story,6.1,713,Mark Rosman,
14000000,Crime Horror Mystery,1996,173046663,111.0,Scream,7.0,1476,Wes Craven,
0,Horror Thriller,2001,0,91.0,Thir13en Ghosts,5.4,440,Steve Beck,
19000000,Horror Thriller,1980,44017374,144.0,The Shining,8.1,3757,Stanley Kubrick,
19000000,Adventure Comedy Science Fiction Family,1985,381109762,116.0,Back to the Future,8.0,6079,Robert Zemeckis,
19000000,Horror Mystery Thriller,1999,40846082,93.0,House on Haunted Hill,5.5,209,William Malone,
0,Drama Comedy,2009,0,113.0,I Can Do Bad All By Myself,6.0,40,Tyler Perry,
27000000,Action Drama,2016,0,90.0,Fight Valley,3.9,8,Rob Hawk,
19000000,Comedy Romance Drama,2010,49830607,101.0,The Switch,5.9,583,Josh Gordon,
18000000,Comedy,2003,101564935,95.0,Just Married,5.3,404,Shawn Levy,
19100000,Drama Action Thriller Crime War,2011,5728213,109.0,The Devil's Double,6.5,208,Lee Tamahori,
0,Animation Drama Family Science Fiction,2000,0,85.0,Thomas and the Magic Railroad,4.6,8,Britt Allcroft,
20000000,Mystery Horror Action,2010,54956140,101.0,The Crazies,6.2,633,Breck Eisner,
15000000,Fantasy Adventure Animation Family,2001,274925095,125.0,Spirited Away,8.3,3840,Hayao Miyazaki,
0,Action Crime,2013,0,110.0,Firestorm,5.9,43,Alan Yuen,
25000000,Action Drama History,1984,8613462,132.0,The Bounty,6.5,108,Roger Donaldson,
0,Drama,2013,76586316,131.0,The Book Thief,7.4,1486,Brian Percival,
19000000,Comedy Adventure Romance,2008,18755936,109.0,Sex Drive,6.0,342,Sean Anders,
19000000,Romance Comedy,2010,29922472,100.0,Leap Year,6.4,465,Anand Tucker,
19000000,Drama History,1964,4750000,188.0,The Fall of the Roman Empire,6.0,33,Anthony Mann,
19000000,Comedy Drama Romance,2011,6928068,97.0,Take Me Home Tonight,6.2,208,Michael Dowse,
0,Drama,2012,5310554,121.0,Won't Back Down,5.8,40,Daniel Barnz,
19000000,Family Fantasy Music,1993,2119994,93.0,The Nutcracker,5.6,5,Emile Ardolino,
18000000,Thriller Drama Music Crime,1996,0,116.0,Kansas City,6.1,12,Robert Altman,
0,Drama,2016,0,110.0,Indignation,6.8,69,James Schamus,
19000000,Horror Thriller Drama,2005,108047131,90.0,The Amityville Horror,6.0,588,Andrew Douglas,
19000000,Comedy Crime Drama,2002,32801173,114.0,Adaptation.,7.3,638,Spike Jonze,
15000000,Horror,2005,46770602,93.0,Land of the Dead,6.0,381,George A. Romero,
0,Action,2013,0,107.0,Out of Inferno,5.8,11,Danny Pang,
18500000,Adventure Drama Comedy,1998,10680275,118.0,Fear and Loathing in Las Vegas,7.2,1301,Terry Gilliam,
18500000,Comedy Romance Fantasy,2009,31912793,100.0,The Invention of Lying,6.0,518,Ricky Gervais,
18000000,Comedy,2014,268157400,96.0,Neighbors,6.2,2713,Nicholas Stoller,
23000000,Romance Comedy Crime Fantasy,1994,351583407,101.0,The Mask,6.6,2472,Chuck Russell,
18000000,Fantasy Drama Comedy Romance Family,1988,151668774,104.0,Big,6.9,993,Penny Marshall,
18000000,Comedy,2006,261572744,82.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,Larry Charles,
18000000,Comedy,2001,141774679,96.0,Legally Blonde,6.1,882,Robert Luketic,
18000000,Science Fiction Action Adventure Thriller,1984,87000000,105.0,Star Trek III: The Search for Spock,6.4,434,Leonard Nimoy,
19000000,Crime Drama Horror Thriller,2005,144216468,122.0,The Exorcism of Emily Rose,6.3,659,Scott Derrickson,
17000000,Comedy,1999,65535067,88.0,Deuce Bigalow: Male Gigolo,5.5,308,Mike Mitchell,
16000000,Thriller Action Science Fiction,2014,19682924,110.0,Left Behind,3.7,392,Vic Armstrong,
0,Comedy Drama Romance,2005,0,103.0,The Family Stone,6.2,249,Thomas Bezucha,
18000000,Comedy Drama,2004,65070412,106.0,Barbershop 2:  Back in Business,5.6,74,Kevin Rodney Sullivan,
23000000,Drama Comedy Crime,2003,76488889,91.0,Bad Santa,6.5,656,Terry Zwigoff,
16500000,Science Fiction Comedy Crime,1997,67683989,94.0,Austin Powers: International Man of Mystery,6.5,1013,Jay Roach,
18000000,Romance Comedy Family,2016,88923251,94.0,My Big Fat Greek Wedding 2,5.5,322,Kirk Jones,
21000000,Family Comedy,2011,72417394,99.0,Diary of a Wimpy Kid: Rodrick Rules,6.3,238,David Bowers,
18000000,Science Fiction Action Adventure Thriller,1987,98235548,107.0,Predator,7.3,2093,John McTiernan,
18000000,Drama History Music,1984,51973029,160.0,Amadeus,7.8,1076,Milo\u0161 Forman,
0,Crime Horror,2008,14796236,88.0,Prom Night,4.8,167,Nelson McCormick,
17000000,Comedy,2004,129042871,97.0,Mean Girls,6.9,2320,Mark Waters,
0,Comedy Drama Romance,2003,0,113.0,Under the Tuscan Sun,6.4,172,Audrey Wells,
19800000,Drama Mystery Thriller,2001,87754044,137.0,Gosford Park,6.8,246,Robert Altman,
18000000,Comedy Drama Fantasy Romance,1986,41382841,103.0,Peggy Sue Got Married,5.9,136,Francis Ford Coppola,
18000000,Drama Comedy,2014,103215094,119.0,Birdman,7.4,4535,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,
18000000,Comedy Drama,2013,99206215,98.0,Blue Jasmine,7.0,1098,Woody Allen,
15000000,Drama History Crime Thriller Action,2006,76286096,111.0,United 93,6.9,367,Paul Greengrass,
18000000,Romance Music Family,2003,62646763,94.0,Honey,6.0,303,Bille Woodruff,
18000000,Action Comedy,1996,0,81.0,Spy Hard,4.9,147,Rick Friedberg,
1000000,Horror,1980,21378361,89.0,The Fog,6.4,311,John Carpenter,
18000000,Action Drama,2011,47088990,106.0,Soul Surfer,6.9,342,Sean McNamara,
18000000,War Comedy Drama,1970,24911670,121.0,Catch-22,6.7,72,Mike Nichols,
0,Comedy Crime Drama,2009,24007324,86.0,Observe and Report,5.6,225,Jody Hill,
18000000,Adventure Fantasy Action,1984,100000000,103.0,Conan the Destroyer,5.8,383,Richard Fleischer,
18000000,Drama,1980,23000000,129.0,Raging Bull,7.7,938,Martin Scorsese,
18000000,Drama Romance,2009,36133014,109.0,Love Happens,5.6,180,Brandon Camp,
18000000,Action Adventure Crime Drama Family,1985,0,109.0,Young Sherlock Holmes,6.7,167,Barry Levinson,
0,Music Comedy Drama Romance,2009,0,107.0,Fame,5.5,135,Kevin Tancharoen,
18000000,Adventure Drama Thriller,2010,35692920,94.0,127 Hours,7.0,2606,Danny Boyle,
0,Action Comedy Crime,2000,0,94.0,Small Time Crooks,6.4,155,Woody Allen,
18000000,Drama Music,2000,17200925,115.0,Center Stage,6.8,90,Nicholas Hytner,
17000000,Comedy Family,2015,24000000,107.0,Love the Coopers,5.4,167,Jessie Nelson,
18000000,Family Action Adventure,2004,16702864,92.0,Catch That Kid,4.9,76,Bart Freundlich,
18000000,Drama,2001,0,125.0,Life as a House,7.2,120,Irwin Winkler,
30000000,Drama History,2015,34441873,122.0,Steve Jobs,6.8,1573,Danny Boyle,
18000000,Comedy Romance,2009,0,102.0,"I Love You, Beth Cooper",5.1,197,Chris Columbus,
18000000,Drama Comedy Romance,2009,0,87.0,Youth in Revolt,5.9,319,Miguel Arteta,
18000000,Action Adventure Romance Western,1981,2945600,98.0,The Legend of the Lone Ranger,3.7,14,William A. Fraker,
21000000,Drama Thriller,2001,28008462,109.0,The Tailor of Panama,6.2,92,John Boorman,
18000000,Drama Mystery Thriller,1981,12000000,108.0,Blow Out,7.3,236,Brian De Palma,
18000000,Action Crime,2013,10501938,90.0,Getaway,4.9,246,Courtney Solomon,
18000000,Drama,1997,8038061,112.0,The Ice Storm,6.9,176,Ang Lee,
18000000,Comedy Drama Romance,2014,25312387,94.0,And So It Goes,5.7,164,Rob Reiner,
0,Adventure Comedy Family,1989,0,105.0,Troop Beverly Hills,5.6,56,Jeff Kanew,
0,Comedy Drama Romance,2004,0,104.0,Being Julia,6.4,23,Istv\u00e1n Szab\u00f3,
17000000,Drama Romance,1986,6735922,117.0,Nine 1/2 Weeks,5.8,177,Adrian Lyne,
18000000,Fantasy,1981,14110013,108.0,Dragonslayer,6.5,67,Matthew Robbins,
0,Drama Romance,2009,0,112.0,The Last Station,6.7,55,Michael Hoffman,
18000000,Comedy Drama History,1994,5887457,127.0,Ed Wood,7.3,630,Tim Burton,
18000000,Drama,2013,20275812,111.0,Labor Day,6.7,299,Jason Reitman,
18000000,History,2007,26527510,120.0,Mongol: The Rise of Genghis Khan,6.5,158,Sergei Bodrov,
18000000,Action Crime Thriller,2008,25739015,114.0,RockNRolla,6.9,836,Guy Ritchie,
0,Adventure Action Science Fiction,1982,0,99.0,Megaforce,3.5,15,Hal Needham,
0,Drama,1996,0,242.0,Hamlet,7.3,117,Kenneth Branagh,
25000000,Drama Romance,2009,20719451,117.0,Mao's Last Dancer,6.8,28,Bruce Beresford,
18000000,Adventure Drama Science Fiction,2016,6212282,112.0,Midnight Special,6.2,694,Jeff Nichols,
0,Comedy Romance,2003,0,108.0,Anything Else,6.2,149,Woody Allen,
18000000,Drama History,2013,22309223,116.0,The Railway Man,6.7,273,Jonathan Teplitzky,
15238800,Crime Drama Mystery,2009,0,144.0,The White Ribbon,7.2,255,Michael Haneke,
0,Horror,2016,0,90.0,Restoration,5.3,11,Zack Ward,
2700000,Romance Science Fiction Horror Action Crime,1986,3500000,93.0,The Wraith,5.9,108,Mike Marvin,
18000000,Drama Mystery Thriller,2002,676698,103.0,Salton Sea,7.0,104,D.J. Caruso,
18000000,Music,2013,7972967,93.0,Metallica: Through the Never,6.7,83,Nimr\u00f3d Antal,
18000000,Drama,2008,382174,98.0,The Informers,4.4,60,Gregor Jordan,
18000000,Crime Drama Thriller History,2010,871279,338.0,Carlos,6.7,50,Olivier Assayas,
18000000,Thriller Drama,2009,0,114.0,I Come with the Rain,5.6,20,Tran Anh Hung,
0,Western Action Drama History,1999,0,121.0,One Man's Hero,9.3,2,Lance Hool,
3500000,Horror Science Fiction,1985,34000000,96.0,Day of the Dead,6.9,270,George A. Romero,
18000000,Action Crime Drama Thriller,2016,0,92.0,I Am Wrath,4.5,179,Chuck Russell,
18000000,Action Animation Science Fiction,2006,1831348,105.0,Renaissance,6.7,77,Christian Volckman,
17900000,Adventure Fantasy Action,1985,6948633,89.0,Red Sonja,5.0,206,Richard Fleischer,
14000000,Thriller,2012,13551174,119.0,Red Lights,6.0,376,Rodrigo Cort\u00e9s,
20000000,Comedy,2007,121463226,113.0,Superbad,7.0,2100,Greg Mottola,
0,Comedy Crime Drama,2009,90508336,103.0,Madea Goes to Jail,6.4,52,Tyler Perry,
18000000,Horror Action,2014,0,90.0,Wolves,5.7,82,David Hayter,
23000000,Music Drama Romance,2008,150816700,98.0,Step Up 2: The Streets,6.5,640,Jon M. Chu,
15000000,Animation Comedy Family,2005,51053787,80.0,Hoodwinked!,5.9,479,Cory Edwards,
17500000,Drama History War,2004,38000000,121.0,Hotel Rwanda,7.5,793,Terry George,
24000000,Action Crime Drama Thriller,2007,99965753,89.0,Hitman,5.9,966,Xavier Gens,
17500000,Drama Music,2013,7018189,93.0,Black Nativity,5.8,16,Kasi Lemmons,
18000000,Thriller Action,2014,266586800,93.0,The Prince,4.6,218,Brian A Miller,
0,Thriller,2002,0,116.0,City of Ghosts,5.4,18,Matt Dillon,
0,Horror Drama Mystery Thriller,2001,0,101.0,The Others,7.4,1660,Alejandro Amen\u00e1bar,
18500000,Horror Action Thriller Science Fiction,1986,183316455,137.0,Aliens,7.7,3220,James Cameron,
17000000,Drama Family Music Romance,1964,72070731,170.0,My Fair Lady,7.4,352,George Cukor,
17000000,Horror Thriller Mystery,1997,125586134,100.0,I Know What You Did Last Summer,5.6,687,Jim Gillespie,
17000000,Comedy,2014,136621271,104.0,Let's Be Cops,6.4,1219,Luke Greenfield,
16000000,Comedy Drama Romance,2004,109502303,126.0,Sideways,6.9,478,Alexander Payne,
17500000,Comedy,2006,19179969,110.0,Beerfest,5.8,172,Jay Chandrasekhar,
300000,Horror Thriller,1978,70000000,91.0,Halloween,7.4,1035,John Carpenter,
17000000,Comedy Family Science Fiction,2003,0,87.0,Good Boy!,4.7,30,John Robert Hoffman,
17000000,Comedy,2013,71625195,123.0,The Best Man Holiday,6.7,110,Malcolm D. Lee,
17000000,Action Comedy Crime Thriller,2006,57103895,109.0,Smokin' Aces,6.4,534,Joe Carnahan,
20000000,Horror Crime,2010,136150434,90.0,Saw: The Final Chapter,5.8,730,Kevin Greutert,
17000000,Comedy Romance,2002,0,94.0,40 Days and 40 Nights,5.2,297,Michael Lehmann,
17000000,Comedy,1998,30331165,81.0,A Night at the Roxbury,5.9,198,John Fortenberry,
17000000,Drama Fantasy Romance,2011,43165571,86.0,Beastly,6.0,849,Daniel Barnz,
15000000,Horror Thriller,2006,69623713,107.0,The Hills Have Eyes,6.1,705,Alexandre Aja,
0,Comedy,2003,0,98.0,Dickie Roberts: Former Child Star,5.1,64,Sam Weisman,
0,Drama,2015,45710059,128.0,"McFarland, USA",7.4,213,Niki Caro,
0,Comedy,2010,0,99.0,Lottery Ticket,5.6,54,Erik White,
20000000,Drama,2006,21170563,105.0,ATL,6.0,32,Christian Robinson,
17000000,Comedy Music Romance,2012,115350426,112.0,Pitch Perfect,7.3,2247,Jason Moore,
34000000,Drama Comedy Romance,2001,19693891,108.0,Summer Catch,4.8,63,Mike Tollin,
0,Drama Crime Thriller,1998,0,121.0,A Simple Plan,6.9,187,Sam Raimi,
17000000,Horror Thriller,2002,0,89.0,They,4.6,74,Robert Harmon,
0,Comedy,2006,0,89.0,Larry the Cable Guy: Health Inspector,3.3,17,Trent Cooper,
0,Family,1999,0,73.0,The Adventures of Elmo in Grouchland,6.3,14,Gary Halvorson,
17000000,Crime Drama Thriller,2009,29536299,133.0,Brooklyn's Finest,6.2,293,Antoine Fuqua,
